"","region","time_period","strategy_code","difference_variable","difference_value","variable","value"
"424","mexico",33,"TRNS:FUEL_SWITCH_MARITIME","diff_mass_distance_traveled_trns_mt_km_water_borne",0,"technical_cost_fuel_switch_maritime",0
"425","mexico",34,"TRNS:FUEL_SWITCH_MARITIME","diff_mass_distance_traveled_trns_mt_km_water_borne",0,"technical_cost_fuel_switch_maritime",0
"426","mexico",35,"TRNS:FUEL_SWITCH_MARITIME","diff_mass_distance_traveled_trns_mt_km_water_borne",0,"technical_cost_fuel_switch_maritime",0
"427","mexico",4,"TRNS:FUEL_SWITCH_MARITIME","diff_mass_distance_traveled_trns_mt_km_water_borne",0,"technical_cost_fuel_switch_maritime",0
"428","mexico",5,"TRNS:FUEL_SWITCH_MARITIME","diff_mass_distance_traveled_trns_mt_km_water_borne",0,"technical_cost_fuel_switch_maritime",0
"429","mexico",6,"TRNS:FUEL_SWITCH_MARITIME","diff_mass_distance_traveled_trns_mt_km_water_borne",0,"technical_cost_fuel_switch_maritime",0
"430","mexico",7,"TRNS:FUEL_SWITCH_MARITIME","diff_mass_distance_traveled_trns_mt_km_water_borne",0,"technical_cost_fuel_switch_maritime",0
"431","mexico",8,"TRNS:FUEL_SWITCH_MARITIME","diff_mass_distance_traveled_trns_mt_km_water_borne",0,"technical_cost_fuel_switch_maritime",0
"432","mexico",9,"TRNS:FUEL_SWITCH_MARITIME","diff_mass_distance_traveled_trns_mt_km_water_borne",0,"technical_cost_fuel_switch_maritime",0
"433","brazil",0,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"434","brazil",1,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"435","brazil",10,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"436","brazil",11,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"437","brazil",12,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"438","brazil",13,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"439","brazil",14,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"440","brazil",15,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"441","brazil",16,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"442","brazil",17,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"443","brazil",18,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"444","brazil",19,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"445","brazil",2,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"446","brazil",20,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"447","brazil",21,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"448","brazil",22,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"449","brazil",23,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"450","brazil",24,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"451","brazil",25,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"452","brazil",26,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"453","brazil",27,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"454","brazil",28,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"455","brazil",29,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"456","brazil",3,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"457","brazil",30,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"458","brazil",31,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"459","brazil",32,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"460","brazil",33,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"461","brazil",34,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"462","brazil",35,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"463","brazil",4,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"464","brazil",5,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"465","brazil",6,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"466","brazil",7,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"467","brazil",8,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"468","brazil",9,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"469","chile",0,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"470","chile",1,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"471","chile",10,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"472","chile",11,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"473","chile",12,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"474","chile",13,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"475","chile",14,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"476","chile",15,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"477","chile",16,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"478","chile",17,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"479","chile",18,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"480","chile",19,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"481","chile",2,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"482","chile",20,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"483","chile",21,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"484","chile",22,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"485","chile",23,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"486","chile",24,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"487","chile",25,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"488","chile",26,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"489","chile",27,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"490","chile",28,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"491","chile",29,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"492","chile",3,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"493","chile",30,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"494","chile",31,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"495","chile",32,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"496","chile",33,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"497","chile",34,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"498","chile",35,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"499","chile",4,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"500","chile",5,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"501","chile",6,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"502","chile",7,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"503","chile",8,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"504","chile",9,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"505","ecuador",0,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"506","ecuador",1,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"507","ecuador",10,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"508","ecuador",11,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"509","ecuador",12,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"510","ecuador",13,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"511","ecuador",14,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"512","ecuador",15,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"513","ecuador",16,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"514","ecuador",17,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"515","ecuador",18,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"516","ecuador",19,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"517","ecuador",2,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"518","ecuador",20,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"519","ecuador",21,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"520","ecuador",22,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"521","ecuador",23,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"522","ecuador",24,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"523","ecuador",25,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"524","ecuador",26,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"525","ecuador",27,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"526","ecuador",28,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"527","ecuador",29,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"528","ecuador",3,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"529","ecuador",30,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"530","ecuador",31,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"531","ecuador",32,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"532","ecuador",33,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"533","ecuador",34,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"534","ecuador",35,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"535","ecuador",4,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"536","ecuador",5,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"537","ecuador",6,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"538","ecuador",7,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"539","ecuador",8,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"540","ecuador",9,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"541","mexico",0,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"542","mexico",1,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"543","mexico",10,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"544","mexico",11,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"545","mexico",12,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"546","mexico",13,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"547","mexico",14,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"548","mexico",15,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"549","mexico",16,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"550","mexico",17,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"551","mexico",18,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"552","mexico",19,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"553","mexico",2,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"554","mexico",20,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"555","mexico",21,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"556","mexico",22,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"557","mexico",23,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"558","mexico",24,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"559","mexico",25,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"560","mexico",26,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"561","mexico",27,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"562","mexico",28,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"563","mexico",29,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"564","mexico",3,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"565","mexico",30,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"566","mexico",31,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"567","mexico",32,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"568","mexico",33,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"569","mexico",34,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"570","mexico",35,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"571","mexico",4,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"572","mexico",5,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"573","mexico",6,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"574","mexico",7,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"575","mexico",8,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"576","mexico",9,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"577","brazil",0,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_rail_passenger_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"578","brazil",1,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_rail_passenger_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"579","brazil",10,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_rail_passenger_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"580","brazil",11,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_rail_passenger_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"581","brazil",12,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_rail_passenger_electricity",0,"technical_cost_electrification_HDV_vehicle",0
"582","brazil",13,"TRNS:FUEL_SWITCH_MEDIUM_DUTY","diff_vehicle_distance_traveled_trns_rail_passenger_electricity",0,"technical_cost_electrification_HDV_vehicle",0
