"","region","time_period","strategy_code","difference_variable","difference_value","variable","value"
"13","brazil",2,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"14","brazil",20,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",158961688723.279,"technical_cost_electrification_LDV",753715182.598704
"15","brazil",21,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",178884952307.463,"technical_cost_electrification_LDV",763363015.440534
"16","brazil",22,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",199548787078.415,"technical_cost_electrification_LDV",766388372.415339
"17","brazil",23,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",220955078457.415,"technical_cost_electrification_LDV",763741363.160502
"18","brazil",24,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",243105655445.293,"technical_cost_electrification_LDV",756275263.642968
"19","brazil",25,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",266002297304.611,"technical_cost_electrification_LDV",744753804.429923
"20","brazil",26,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",289728103215.505,"technical_cost_electrification_LDV",730063230.189421
"21","brazil",27,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",314215166457.98,"technical_cost_electrification_LDV",712589642.384022
"22","brazil",28,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",339465396346.627,"technical_cost_electrification_LDV",692867805.523538
"23","brazil",29,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",365480656441.598,"technical_cost_electrification_LDV",671369761.995647
"24","brazil",3,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"25","brazil",30,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",392262761373.452,"technical_cost_electrification_LDV",648510439.31136
"26","brazil",31,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",419754894756.455,"technical_cost_electrification_LDV",624565755.932658
"27","brazil",32,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",448013535101.533,"technical_cost_electrification_LDV",599951362.432573
"28","brazil",33,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",477040623718.606,"technical_cost_electrification_LDV",574940341.620974
"29","brazil",34,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",506838071649.333,"technical_cost_electrification_LDV",549767620.648648
"30","brazil",35,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",537407746685.596,"technical_cost_electrification_LDV",524633912.221406
"31","brazil",4,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"32","brazil",5,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"33","brazil",6,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"34","brazil",7,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"35","brazil",8,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"36","brazil",9,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"37","chile",0,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"38","chile",1,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"39","chile",10,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"40","chile",11,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",1452073199.91908,"technical_cost_electrification_LDV",17771362.3008839
"41","chile",12,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",3010012478.33595,"technical_cost_electrification_LDV",33154540.7332796
"42","chile",13,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",4674256216.89746,"technical_cost_electrification_LDV",46337195.3872855
"43","chile",14,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",6445219980.5903,"technical_cost_electrification_LDV",57503924.3307875
"44","chile",15,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",8323299357.24156,"technical_cost_electrification_LDV",66834047.56958
"45","chile",16,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",10307303030.4779,"technical_cost_electrification_LDV",74488598.371548
"46","chile",17,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",12398706009.5868,"technical_cost_electrification_LDV",80642434.4554246
"47","chile",18,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",14597881101.2458,"technical_cost_electrification_LDV",85451481.9600171
"48","chile",19,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",16905185702.3983,"technical_cost_electrification_LDV",89061956.6602959
"49","chile",2,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"50","chile",20,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",19320962769.6031,"technical_cost_electrification_LDV",91610142.6628942
"51","chile",21,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",21881281161.0268,"technical_cost_electrification_LDV",93374878.9561365
"52","chile",22,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",24557568521.8183,"technical_cost_electrification_LDV",94315957.7438008
"53","chile",23,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",27350207677.9561,"technical_cost_electrification_LDV",94537247.3016543
"54","chile",24,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",30259571895.1948,"technical_cost_electrification_LDV",94134238.345235
"55","chile",25,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",33286017940.9954,"technical_cost_electrification_LDV",93194264.6626504
"56","chile",26,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",36482458829.175,"technical_cost_electrification_LDV",91929300.0660999
"57","chile",27,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",39803730827.5475,"technical_cost_electrification_LDV",90268482.6951058
"58","chile",28,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",43250231777.2546,"technical_cost_electrification_LDV",88276135.0711928
"59","chile",29,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",46822353168.6649,"technical_cost_electrification_LDV",86010330.6396077
"60","chile",3,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"61","chile",30,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",50520475892.2168,"technical_cost_electrification_LDV",83523238.0977622
"62","chile",31,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",54347423152.6875,"technical_cost_electrification_LDV",80865142.606722
"63","chile",32,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",58301665344.6473,"technical_cost_electrification_LDV",78073899.1461094
"64","chile",33,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",62383591436.6595,"technical_cost_electrification_LDV",75186140.5272966
"65","chile",34,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",66593592635.4923,"technical_cost_electrification_LDV",72234117.8012177
"66","chile",35,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",70932039238.6681,"technical_cost_electrification_LDV",69246030.5552609
"67","chile",4,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"68","chile",5,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"69","chile",6,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"70","chile",7,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"71","chile",8,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"72","chile",9,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"73","ecuador",0,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"74","ecuador",1,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"75","ecuador",10,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"76","ecuador",11,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",789524633.441049,"technical_cost_electrification_LDV",9662686.6380671
"77","ecuador",12,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",1648697774.00504,"technical_cost_electrification_LDV",18159996.9762705
"78","ecuador",13,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",2577853555.70295,"technical_cost_electrification_LDV",25554975.6683432
"79","ecuador",14,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",3577302967.59014,"technical_cost_electrification_LDV",31916514.8398495
"80","ecuador",15,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",4647336058.44555,"technical_cost_electrification_LDV",37316966.0096079
"81","ecuador",16,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",5812469490.17988,"technical_cost_electrification_LDV",42005430.9183159
"82","ecuador",17,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",7057036810.43324,"technical_cost_electrification_LDV",45899679.208044
"83","ecuador",18,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",8381365804.91997,"technical_cost_electrification_LDV",49061923.7074279
"84","ecuador",19,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",9785765342.72997,"technical_cost_electrification_LDV",51554559.8956893
"85","ecuador",2,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"86","ecuador",20,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",11270523998.415,"technical_cost_electrification_LDV",53439071.525191
"87","ecuador",21,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",12910011539.7794,"technical_cost_electrification_LDV",55091416.081994
"88","ecuador",22,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",14644501877.1523,"technical_cost_electrification_LDV",56243769.3698122
"89","ecuador",23,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",16474365758.8109,"technical_cost_electrification_LDV",56944400.8695367
"90","ecuador",24,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",18399950058.4994,"technical_cost_electrification_LDV",57240244.189385
"91","ecuador",25,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",20421586052.52,"technical_cost_electrification_LDV",57176400.5770625
"92","ecuador",26,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",22650440479.7163,"technical_cost_electrification_LDV",57075076.7989356
"93","ecuador",27,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",24990791272.4473,"technical_cost_electrification_LDV",56675109.6596365
"94","ecuador",28,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",27443046905.1098,"technical_cost_electrification_LDV",56012789.1993075
"95","ecuador",29,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",30007595483.5388,"technical_cost_electrification_LDV",55122458.2827255
"96","ecuador",3,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"97","ecuador",30,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",32684806276.7839,"technical_cost_electrification_LDV",54036325.0468832
"98","ecuador",31,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",35620694491.2617,"technical_cost_electrification_LDV",53001087.6816322
"99","ecuador",32,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",38685083498.6361,"technical_cost_electrification_LDV",51804614.6654134
"100","ecuador",33,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",41878419765.5697,"technical_cost_electrification_LDV",50472835.5813277
"101","ecuador",34,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",45201124962.2628,"technical_cost_electrification_LDV",49029692.7385095
"102","ecuador",35,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",48653604622.2733,"technical_cost_electrification_LDV",47497139.9167231
"103","ecuador",4,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"104","ecuador",5,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"105","ecuador",6,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"106","ecuador",7,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"107","ecuador",8,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"108","ecuador",9,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"109","mexico",0,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"110","mexico",1,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"111","mexico",10,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"112","mexico",11,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",8034562791.25743,"technical_cost_electrification_LDV",98331906.6150342
"113","mexico",12,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",16541680090.6076,"technical_cost_electrification_LDV",182202502.583684
"114","mexico",13,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",25522557124.5713,"technical_cost_electrification_LDV",253012171.645438
"115","mexico",14,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",34978338478.1459,"technical_cost_electrification_LDV",312074954.015729
"116","mexico",15,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",44910112570.9638,"technical_cost_electrification_LDV",360617162.869621
"117","mexico",16,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",55442457115.243,"technical_cost_electrification_LDV",400670370.180981
"118","mexico",17,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",66494932409.7918,"technical_cost_electrification_LDV",432489747.263007
"119","mexico",18,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",78068843783.2596,"technical_cost_electrification_LDV",456990870.792563
"120","mexico",19,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",90165439397.3705,"technical_cost_electrification_LDV",475020540.870245
"121","mexico",2,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"122","mexico",20,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",102785912937.509,"technical_cost_electrification_LDV",487358329.925215
"123","mexico",21,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",116136572024.219,"technical_cost_electrification_LDV",495594306.171476
"124","mexico",22,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",130052206074.779,"technical_cost_electrification_LDV",499479350.398193
"125","mexico",23,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",144534205380.368,"technical_cost_electrification_LDV",499589110.199144
"126","mexico",24,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",159583906217.2,"technical_cost_electrification_LDV",496448182.279112
"127","mexico",25,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",175202593215.186,"technical_cost_electrification_LDV",490532597.519547
"128","mexico",26,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",191827641186.948,"technical_cost_electrification_LDV",483371498.347165
"129","mexico",27,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",209081613932.035,"technical_cost_electrification_LDV",474163593.630442
"130","mexico",28,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",226966102759.223,"technical_cost_electrification_LDV",463250473.360287
"131","mexico",29,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",245482644777.454,"technical_cost_electrification_LDV",450939391.438456
"132","mexico",3,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"133","mexico",30,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",264632724583.521,"technical_cost_electrification_LDV",437505420.792248
"134","mexico",31,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",285140136452.248,"technical_cost_electrification_LDV",424268464.989236
"135","mexico",32,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",306357559226.462,"technical_cost_electrification_LDV",410254647.792681
"136","mexico",33,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",328286875833.484,"technical_cost_electrification_LDV",395658900.221298
"137","mexico",34,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",350929911394.728,"technical_cost_electrification_LDV",380653927.148952
"138","mexico",35,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",374288436067.091,"technical_cost_electrification_LDV",365391842.086693
"139","mexico",4,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"140","mexico",5,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"141","mexico",6,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"142","mexico",7,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"143","mexico",8,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"144","mexico",9,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"technical_cost_electrification_LDV",0
"145","brazil",0,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"savings_maintenance_electrify_LDV",0
"146","brazil",1,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"savings_maintenance_electrify_LDV",0
"147","brazil",10,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",0,"savings_maintenance_electrify_LDV",0
"148","brazil",11,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",12692871056.3449,"savings_maintenance_electrify_LDV",152314452.676139
"149","brazil",12,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",26107118823.8835,"savings_maintenance_electrify_LDV",313285425.886602
"150","brazil",13,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",40244924056.6484,"savings_maintenance_electrify_LDV",482939088.679781
"151","brazil",14,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",55108375034.588,"savings_maintenance_electrify_LDV",661300500.415056
"152","brazil",15,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",70699473225.9626,"savings_maintenance_electrify_LDV",848393678.711551
"153","brazil",16,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",86939250799.132,"savings_maintenance_electrify_LDV",1043271009.58958
"154","brazil",17,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",103883569164.846,"savings_maintenance_electrify_LDV",1246602829.97815
"155","brazil",18,"TRNS:FUEL_SWITCH_LIGHT_DUTY","diff_vehicle_distance_traveled_trns_road_light_electricity",121534250988.755,"savings_maintenance_electrify_LDV",1458411011.86507
